年月日,東京最高気温(℃),東京最高気温(℃)品質情報,東京最高気温(℃)均質番号,東京最低気温(℃),東京最低気温(℃)品質情報,東京最低気温(℃)均質番号,東京平均気温(℃),東京平均気温(℃)品質情報,東京平均気温(℃)均質番号,東京降水量の合計(mm),東京降水量の合計(mm)現象なし情報,東京降水量の合計(mm)品質情報,東京降水量の合計(mm)均質番号,東京日照時間(時間),東京日照時間(時間)現象なし情報,東京日照時間(時間)品質情報,東京日照時間(時間)均質番号,東京平均風速(m/s),東京平均風速(m/s)品質情報,東京平均風速(m/s)均質番号,東京最大風速(m/s),東京最大風速(m/s)品質情報,東京最大風速(m/s),東京最大風速(m/s)品質情報,東京最大風速(m/s)均質番号,東京最大瞬間風速(m/s),東京最大瞬間風速(m/s)品質情報,東京最大瞬間風速(m/s),東京最大瞬間風速(m/s)品質情報,東京最大瞬間風速(m/s)均質番号,東京最多風向(16方位),東京最多風向(16方位)品質情報,東京最多風向(16方位)均質番号,東京平均蒸気圧(hPa),東京平均蒸気圧(hPa)品質情報,東京平均蒸気圧(hPa)均質番号,東京平均湿度(％),東京平均湿度(％)品質情報,東京平均湿度(％)均質番号,東京最小相対湿度(％),東京最小相対湿度(％)品質情報,東京最小相対湿度(％)均質番号,東京平均現地気圧(hPa),東京平均現地気圧(hPa)品質情報,東京平均現地気圧(hPa)均質番号,東京平均海面気圧(hPa),東京平均海面気圧(hPa)品質情報,東京平均海面気圧(hPa)均質番号,東京最低海面気圧(hPa),東京最低海面気圧(hPa)現象なし情報,東京最低海面気圧(hPa)品質情報,東京最低海面気圧(hPa)均質番号,東京平均雲量(10分比),東京平均雲量(10分比)品質情報,東京平均雲量(10分比)均質番号,東京天気概況(昼：06時〜18時),東京天気概況(昼：06時〜18時)品質情報,東京天気概況(昼：06時〜18時)均質番号,東京天気概況(夜：18時〜翌日06時),東京天気概況(夜：18時〜翌日06時)品質情報,東京天気概況(夜：18時〜翌日06時)均質番号,東京10分間降水量の最大(mm),東京10分間降水量の最大(mm)現象なし情報,東京10分間降水量の最大(mm)品質情報,東京10分間降水量の最大(mm)均質番号
2015/1/1,8.2,8,1,0.7,8,1,3.7,8,1,0,0,8,1,1.3,0,8,1,4.4,8,1,9.4,8,北西,8,1,18.7,8,北北西,8,1,北西,8,1,3.3,8,1,41,8,1,30,8,1,1000.4,8,1,1003.4,8,1,995,0,8,1,3.8,8,1,曇時々晴一時雪,8,1,快晴,8,1,0,0,8,1
2015/1/2,7.9,8,1,-2.2,8,1,2.7,8,1,0,1,8,1,6,0,8,1,2.1,8,1,4.2,8,北西,8,1,7.8,8,北西,8,1,北西,8,1,3,8,1,41,8,1,19,8,1,1007.4,8,1,1010.4,8,1,1008,0,8,1,5,8,1,晴時々曇,8,1,晴一時曇,8,1,0,1,8,1
2015/1/3,8.9,8,1,-1.1,8,1,3.8,8,1,0,1,8,1,8.9,0,8,1,3,8,1,7.4,8,西北西,8,1,10.9,8,西北西,8,1,北西,8,1,3.2,8,1,42,8,1,19,8,1,1012,8,1,1015.1,8,1,1010.2,0,8,1,0,8,1,快晴,8,1,晴後薄曇,8,1,0,1,8,1
2015/1/4,9.3,8,1,-0.4,8,1,4,8,1,0,1,8,1,6,0,8,1,1.3,8,1,2.8,8,西北西,8,1,3.8,8,北北東,8,1,北北西,8,1,4.1,8,1,51,8,1,33,8,1,1010.4,8,1,1013.4,8,1,1010.6,0,8,1,5.3,8,1,曇後晴,8,1,快晴,8,1,0,1,8,1
2015/1/5,12.9,8,1,1.3,8,1,6.9,8,1,0,1,8,1,8.9,0,8,1,2.4,8,1,5,8,北北西,8,1,9.1,8,北北西,8,1,南南東,8,1,5.4,8,1,56,8,1,29,8,1,1014.6,8,1,1017.5,8,1,1013.6,0,8,1,2.5,8,1,快晴,8,1,曇一時晴,8,1,0,1,8,1
2015/1/6,16,8,1,5.8,8,1,10.8,8,1,6.5,0,8,1,0.2,0,8,1,5.2,8,1,8.9,8,南南西,8,1,19.3,8,南,8,1,南南西,8,1,8.6,8,1,64,8,1,40,8,1,1000.6,8,1,1003.5,8,1,993.6,0,8,1,8,8,1,曇後時々雨,8,1,曇時々晴,8,1,1.5,0,8,1
2015/1/7,10.2,8,1,3,8,1,5.6,8,1,0,1,8,1,3.3,0,8,1,4.2,8,1,7,8,北北西,8,1,16.1,8,北北西,8,1,北北西,8,1,3.2,8,1,35,8,1,23,8,1,1000.5,8,1,1003.4,8,1,999,0,8,1,4.8,8,1,晴時々曇,8,1,快晴,8,1,0,1,8,1
2015/1/8,11.2,8,1,2,8,1,6.2,8,1,0,1,8,1,8.9,0,8,1,4.4,8,1,8.4,8,北西,8,1,13.6,8,北北西,8,1,北西,8,1,3,8,1,33,8,1,20,8,1,1006.2,8,1,1009.2,8,1,1007,0,8,1,0,8,1,快晴,8,1,快晴,8,1,0,1,8,1
2015/1/9,11,8,1,3.5,8,1,6.7,8,1,0,1,8,1,8.9,0,8,1,4.1,8,1,8.1,8,北西,8,1,14.4,8,北西,8,1,北西,8,1,3,8,1,31,8,1,21,8,1,1008.2,8,1,1011.2,8,1,1009.5,0,8,1,0,8,1,快晴,8,1,快晴,8,1,0,1,8,1
2015/1/10,11.2,8,1,1.9,8,1,6.3,8,1,0,1,8,1,9.1,0,8,1,3.5,8,1,8.8,8,北西,8,1,17.7,8,北西,8,1,北西,8,1,2.9,8,1,31,8,1,16,8,1,1008.8,8,1,1011.8,8,1,1009.7,0,8,1,0,8,1,快晴,8,1,快晴,8,1,0,1,8,1
2015/1/11,10.8,8,1,0.2,8,1,6.4,8,1,0,1,8,1,9.1,0,8,1,2.7,8,1,5.7,8,南南東,8,1,10,8,北北西,8,1,西北西,8,1,4.3,8,1,46,8,1,30,8,1,1008.7,8,1,1011.7,8,1,1007.7,0,8,1,0.8,8,1,快晴,8,1,晴一時曇,8,1,0,1,8,1
2015/1/12,9,8,1,2,8,1,5.2,8,1,0,1,8,1,9.1,0,8,1,4.6,8,1,9.1,8,北西,8,1,15.8,8,北西,8,1,北西,8,1,3.4,8,1,39,8,1,25,8,1,1016.3,8,1,1019.3,8,1,1012.7,0,8,1,0,8,1,快晴,8,1,快晴,8,1,0,1,8,1
2015/1/13,11.8,8,1,2.5,8,1,6.6,8,1,0,1,8,1,9.1,0,8,1,3.3,8,1,7.5,8,西北西,8,1,11.1,8,西北西,8,1,北西,8,1,3.6,8,1,38,8,1,24,8,1,1024.9,8,1,1027.9,8,1,1023.6,0,8,1,0.5,8,1,快晴,8,1,晴,8,1,0,1,8,1
2015/1/14,11.5,8,1,1.2,8,1,6.6,8,1,0,1,8,1,5.9,0,8,1,1.6,5,1,3.5,8,北西,8,1,5.9,8,北西,8,1,北北西,8,1,4.9,8,1,50,8,1,34,8,1,1023.9,8,1,1026.9,8,1,1022,0,8,1,5,8,1,晴後曇,8,1,曇,8,1,0,1,8,1
2015/1/15,8.2,8,1,3.4,8,1,5.4,8,1,35.5,0,8,1,0,0,8,1,3.2,8,1,8.1,8,北北西,8,1,14.1,8,北西,8,1,北北西,8,1,6.7,8,1,76,8,1,46,8,1,1009.7,8,1,1012.7,8,1,1004.1,0,8,1,10,8,1,大雨一時曇,8,1,雨後晴,8,1,2.5,0,8,1
2015/1/16,13.2,8,1,4.9,8,1,8.9,8,1,0,0,8,1,6.9,0,8,1,2.8,8,1,5.7,8,南東,8,1,10.7,8,西北西,8,1,北西,8,1,6,8,1,54,8,1,23,8,1,1009.7,8,1,1012.6,8,1,1007.9,0,8,1,6.8,8,1,晴後曇,8,1,曇後晴,8,1,0,0,8,1
2015/1/17,11.6,8,1,1.3,8,1,5.9,8,1,0,0,8,1,6.9,0,8,1,4.2,8,1,9.4,8,北北西,8,1,19.1,8,北北西,8,1,北西,8,1,5.2,8,1,56,8,1,29,8,1,1004.9,8,1,1007.8,8,1,1003.1,0,8,1,2.8,8,1,晴,8,1,快晴,8,1,0,0,8,1
2015/1/18,10.9,8,1,-0.5,8,1,4.7,8,1,0,1,8,1,9.3,0,8,1,3.3,8,1,6.4,8,北西,8,1,11.5,8,北北西,8,1,西北西,8,1,3,8,1,36,8,1,18,8,1,1014.6,8,1,1017.6,8,1,1016.1,0,8,1,1.5,8,1,快晴,8,1,晴時々薄曇,8,1,0,1,8,1
2015/1/19,11.7,8,1,-0.7,8,1,5.7,8,1,0,1,8,1,9,0,8,1,2.5,5,1,5.7,8,北北西,8,1,10.2,8,北北西,8,1,北北西,5,1,3.9,8,1,44,8,1,25,8,1,1008.8,8,1,1011.8,8,1,1007.9,0,8,1,1.8,8,1,晴,8,1,快晴,8,1,0,1,8,1
2015/1/20,11.2,8,1,2.7,8,1,6.3,8,1,0,1,8,1,9.2,0,8,1,3.6,8,1,6.8,8,北西,8,1,12.6,8,北西,8,1,北北西,8,1,3.9,8,1,42,8,1,27,8,1,1018.9,8,1,1021.9,8,1,1016,0,8,1,0,8,1,快晴,8,1,晴後曇,8,1,0,1,8,1
2015/1/21,3.8,8,1,1.5,8,1,2.5,8,1,4,0,8,1,0,0,8,1,3.1,8,1,5,8,北北西,8,1,9.3,8,北北西,8,1,北北西,8,1,5.1,8,1,69,8,1,38,8,1,1024.3,8,1,1027.4,8,1,1022.1,0,8,1,10,8,1,曇時々雪後雨,8,1,曇一時雨,8,1,0.5,0,8,1
2015/1/22,5.6,8,1,3.2,8,1,4.6,8,1,7.5,0,8,1,0,0,8,1,2.4,8,1,5.2,8,北北西,8,1,9.1,8,北西,8,1,北北西,8,1,7.7,8,1,91,8,1,79,8,1,1009,8,1,1012,8,1,1000.9,0,8,1,10,8,1,雨一時曇,8,1,雨,8,1,0.5,0,8,1
2015/1/23,12.8,8,1,3.7,8,1,6.9,8,1,7.5,0,8,1,6.8,0,8,1,4.3,8,1,9.1,8,北北西,8,1,17.6,8,北,8,1,北北西,8,1,6.1,8,1,63,8,1,33,8,1,1004.1,8,1,1007.1,8,1,999.6,0,8,1,5,8,1,晴一時曇,8,1,快晴,8,1,1,0,8,1
2015/1/24,8.1,8,1,2.9,8,1,4.9,8,1,0,1,8,1,0.4,0,8,1,2.4,8,1,6.6,8,北,8,1,10.9,8,西北西,8,1,北北西,8,1,4,8,1,47,8,1,35,8,1,1018.3,8,1,1021.3,8,1,1016,0,8,1,5,8,1,曇,8,1,快晴,8,1,0,1,8,1
2015/1/25,12.2,8,1,0.9,8,1,7,8,1,0,1,8,1,7.1,0,8,1,2,8,1,4.9,8,南東,8,1,8.2,8,南南東,8,1,北北西,8,1,5.9,8,1,59,8,1,40,8,1,1024.3,8,1,1027.3,8,1,1023.3,0,8,1,5,8,1,晴後薄曇,8,1,曇後一時雨,8,1,0,1,8,1
2015/1/26,12.9,8,1,5.6,8,1,9,8,1,0.5,0,8,1,4.4,0,8,1,2,8,1,3.8,8,南南東,8,1,6,8,南南東,8,1,北北西,8,1,8.5,8,1,74,8,1,52,8,1,1019.1,8,1,1022.1,8,1,1015.8,0,8,1,10,8,1,曇時々晴,8,1,雨一時曇,8,1,0.5,0,8,1
2015/1/27,16.4,8,1,5.8,8,1,9.8,8,1,14.5,0,8,1,5.1,0,8,1,3.1,8,1,6.3,8,北北西,8,1,12.1,8,北西,8,1,北北西,8,1,8.3,8,1,71,8,1,40,8,1,1007,8,1,1009.9,8,1,1006,0,8,1,9.8,8,1,晴時々曇一時雨,8,1,曇時々雨後一時みぞれ,8,1,1.5,0,8,1
2015/1/28,9.7,8,1,1.4,8,1,5.2,8,1,0,0,8,1,6.2,0,8,1,4,8,1,7.6,8,北北西,8,1,14.6,8,北北西,8,1,北北西,8,1,3.6,8,1,41,8,1,20,8,1,1014.7,8,1,1017.7,8,1,1011.4,0,8,1,7,8,1,晴時々曇一時雪,8,1,快晴,8,1,0,0,8,1
2015/1/29,8.2,8,1,-0.9,8,1,3.9,8,1,0,1,8,1,6.6,0,8,1,2.5,8,1,5.1,8,北北西,8,1,9.7,8,北西,8,1,北北西,8,1,3.4,8,1,42,8,1,22,8,1,1023.4,8,1,1026.4,8,1,1024.1,0,8,1,5,8,1,晴後曇,8,1,曇後一時雪,8,1,0,1,8,1
2015/1/30,4.7,8,1,0.4,8,1,2.2,8,1,16.5,0,8,1,0,0,8,1,3.3,8,1,5.5,8,北北西,8,1,11,8,北北西,8,1,北北西,8,1,6.3,8,1,88,8,1,53,8,1,1013.9,8,1,1017,8,1,1007.7,0,8,1,10,8,1,雪一時みぞれ後雨,8,1,晴時々曇,8,1,1,0,8,1
2015/1/31,10.5,8,1,0.8,8,1,4.9,8,1,0,1,8,1,9.4,0,8,1,4.4,8,1,10.5,8,北西,8,1,19.3,8,西北西,8,1,北西,8,1,4.5,8,1,56,8,1,19,8,1,1008.8,8,1,1011.8,8,1,1007.3,0,8,1,0.8,8,1,快晴,8,1,快晴,8,1,0,1,8,1
2015/2/1,8.6,8,1,0.7,8,1,4,8,1,0,1,8,1,9.6,0,8,1,5.5,8,1,10.4,8,北北西,8,1,17.3,8,北北西,8,1,北西,8,1,2.6,8,1,32,8,1,22,8,1,1016.5,8,1,1019.5,8,1,1015.8,0,8,1,0,8,1,快晴,8,1,快晴,8,1,0,1,8,1
2015/2/2,9.6,8,1,1,8,1,4.7,8,1,0,1,8,1,9.6,0,8,1,4.7,8,1,9.1,8,北西,8,1,15.4,8,北西,8,1,北西,8,1,2.8,8,1,34,8,1,22,8,1,1018.8,8,1,1021.8,8,1,1019.9,0,8,1,1.3,8,1,快晴,8,1,晴,8,1,0,1,8,1
2015/2/3,10.3,8,1,0.4,8,1,4.7,8,1,0,1,8,1,9.4,0,8,1,2.5,8,1,4.8,8,北北西,8,1,9.2,8,北北西,8,1,北,8,1,3.5,8,1,42,8,1,29,8,1,1019.2,8,1,1022.2,8,1,1020.4,0,8,1,2.3,8,1,晴,8,1,晴時々曇,8,1,0,1,8,1
2015/2/4,9.6,8,1,1.1,8,1,5.2,8,1,0,1,8,1,7.6,0,8,1,2.3,8,1,4.4,8,東,8,1,7.6,8,南,8,1,北,8,1,4.3,8,1,49,8,1,28,8,1,1017.2,8,1,1020.2,8,1,1018,0,8,1,8.3,8,1,晴後時々薄曇,8,1,曇,8,1,0,1,8,1
2015/2/5,5.1,8,1,1.1,8,1,2.6,8,1,9,0,8,1,0,0,8,1,2.5,8,1,4.8,8,北北西,8,1,7.3,8,北,8,1,北北西,8,1,6.3,8,1,87,8,1,58,8,1,1011,8,1,1014,8,1,1010.9,0,8,1,10,8,1,雨時々みぞれ,8,1,雨後晴,8,1,0.5,0,8,1
2015/2/6,12,8,1,-0.3,8,1,5.4,8,1,0,0,8,1,8.9,0,8,1,2.8,8,1,5.9,8,北北西,8,1,10.5,8,西北西,8,1,北北西,8,1,5,8,1,60,8,1,23,8,1,1013.4,8,1,1016.4,8,1,1011.9,0,8,1,0.3,8,1,快晴,8,1,快晴,8,1,0,0,8,1
2015/2/7,9.6,8,1,1.2,8,1,5.3,8,1,1.5,0,8,1,3.6,0,8,1,2.4,8,1,5.9,8,南東,8,1,9.7,8,南東,8,1,北北西,8,1,5.3,8,1,60,8,1,32,8,1,1019.2,8,1,1022.3,8,1,1019.2,0,8,1,7.5,8,1,曇,8,1,雨後曇一時晴,8,1,0.5,0,8,1
2015/2/8,6.8,8,1,2,8,1,4,8,1,6,0,8,1,0.3,0,8,1,1.9,8,1,4.6,8,北西,8,1,8.5,8,北西,8,1,北北西,8,1,7.1,8,1,87,8,1,66,8,1,1007.4,8,1,1010.4,8,1,1004.6,0,8,1,5,8,1,曇一時雨,8,1,晴時々曇,8,1,1,0,8,1
2015/2/9,4.9,8,1,-0.6,8,1,2,8,1,0,1,8,1,1.7,0,8,1,3.2,8,1,7,8,北北西,8,1,15.1,8,北北西,8,1,北北西,8,1,3.4,8,1,49,8,1,26,8,1,1007.3,8,1,1010.3,8,1,1006.1,0,8,1,7.3,8,1,曇後時々晴,8,1,晴,8,1,0,1,8,1
2015/2/10,8.1,8,1,-2.4,8,1,3.2,8,1,0,1,8,1,9.6,0,8,1,2.2,8,1,5,8,南南東,8,1,8,8,南南東,8,1,南南東,8,1,3.7,8,1,49,8,1,25,8,1,1008.3,8,1,1011.3,8,1,1009.5,0,8,1,0,8,1,快晴,8,1,快晴,8,1,0,1,8,1
2015/2/11,10.9,8,1,0.2,8,1,5.6,8,1,0,1,8,1,9.7,0,8,1,2,8,1,4.2,8,南,8,1,6.9,8,南,8,1,北北西,8,1,4.8,8,1,54,8,1,30,8,1,1009.1,8,1,1012.1,8,1,1009.7,0,8,1,3,8,1,晴,8,1,薄曇時々晴,8,1,0,1,8,1
2015/2/12,13,8,1,1.2,8,1,7,8,1,0,1,8,1,9.5,0,8,1,1.7,8,1,3.8,8,北北西,8,1,5.8,8,北北西,8,1,北北西,8,1,5.5,8,1,56,8,1,33,8,1,1001.6,8,1,1004.5,8,1,1001.2,0,8,1,2.5,8,1,快晴,8,1,晴一時曇,8,1,0,1,8,1
2015/2/13,12.3,8,1,1.1,8,1,5,8,1,0,1,8,1,6.3,0,8,1,3.9,8,1,7.9,8,北北西,8,1,15.9,8,北北西,8,1,北西,8,1,3.8,8,1,46,8,1,12,8,1,1000.5,8,1,1003.5,8,1,1000.1,0,8,1,5.8,8,1,晴後曇,8,1,快晴,8,1,0,1,8,1
2015/2/14,10.6,8,1,-1.4,8,1,4.9,8,1,0,1,8,1,9.9,0,8,1,3.2,8,1,7.3,8,北西,8,1,14.2,8,北,8,1,北西,8,1,2.4,8,1,29,8,1,13,8,1,1009.1,8,1,1012,8,1,1009.4,0,8,1,0.3,8,1,快晴,8,1,快晴,8,1,0,1,8,1
2015/2/15,11.7,8,1,0.3,8,1,5.5,8,1,0,1,8,1,9.8,0,8,1,5,8,1,11,8,北北西,8,1,21.3,8,北西,8,1,北北西,8,1,3.6,8,1,41,8,1,23,8,1,1009.9,8,1,1012.9,8,1,1009.5,0,8,1,0,8,1,快晴,8,1,晴後一時薄曇,8,1,0,1,8,1
2015/2/16,13.2,8,1,1.5,8,1,7,8,1,0,1,8,1,9.8,0,8,1,2.9,8,1,6.8,8,北西,8,1,13.8,8,西北西,8,1,北北西,8,1,3.2,8,1,33,8,1,15,8,1,1011.1,8,1,1014,8,1,1011.4,0,8,1,6.8,8,1,薄曇時々晴,8,1,薄曇時々晴,8,1,0,1,8,1
2015/2/17,5.4,8,1,1.3,8,1,3.9,8,1,3,0,8,1,0,0,8,1,2.4,8,1,4.7,8,北北西,8,1,7.8,8,北北西,8,1,北北西,8,1,6.2,8,1,77,8,1,50,8,1,1010.4,8,1,1013.4,8,1,1011.2,0,8,1,10,8,1,雨時々曇一時雪,8,1,雨,8,1,0.5,0,8,1
2015/2/18,4.3,8,1,2.5,8,1,3.3,8,1,10.5,0,8,1,0,0,8,1,3.2,8,1,6.5,8,北北西,8,1,12,8,北,8,1,北北西,8,1,7.2,8,1,93,8,1,89,8,1,1005.6,8,1,1008.6,8,1,1006.2,0,8,1,10,8,1,雨、みぞれを伴う,8,1,曇一時雨後晴,8,1,0.5,0,8,1
2015/2/19,13,8,1,0.9,8,1,6.2,8,1,0,1,8,1,9.2,0,8,1,2.4,8,1,4.5,8,東北東,8,1,8.9,8,北東,8,1,北,8,1,6.5,8,1,72,8,1,36,8,1,1008.3,8,1,1011.2,8,1,1009,0,8,1,4.8,8,1,晴,8,1,晴一時曇,8,1,0,1,8,1
2015/2/20,11.9,8,1,2.5,8,1,6.3,8,1,0,0,8,1,7.9,0,8,1,2.4,8,1,4.3,8,東北東,8,1,7.9,8,北東,8,1,北東,8,1,6.1,8,1,66,8,1,36,8,1,1018.3,8,1,1021.2,8,1,1016.6,0,8,1,2,8,1,晴,8,1,快晴,8,1,0,0,8,1
2015/2/21,10.5,8,1,2,8,1,6.2,8,1,0,1,8,1,9.2,0,8,1,2.4,8,1,5.2,8,南東,8,1,8.4,8,南南東,8,1,東南東,8,1,5.6,8,1,61,8,1,35,8,1,1025,8,1,1028.1,8,1,1026.4,0,8,1,4.5,8,1,晴,8,1,曇後一時雨,8,1,0,1,8,1
2015/2/22,8,8,1,4.4,8,1,6.3,8,1,1.5,0,8,1,0,0,8,1,1.6,8,1,3.7,8,北北西,8,1,5.3,8,北北西,8,1,北北東,8,1,7.4,8,1,77,8,1,60,8,1,1020.1,8,1,1023.1,8,1,1015.6,0,8,1,10,8,1,曇一時雨,8,1,雨一時曇,8,1,0.5,0,8,1
2015/2/23,19.2,8,1,6.3,8,1,10.7,8,1,16,0,8,1,4.9,0,8,1,2.3,8,1,7.1,8,東北東,8,1,12.9,8,東北東,8,1,北北西,8,1,10.7,8,1,84,8,1,56,8,1,1007.8,8,1,1010.7,8,1,1006.2,0,8,1,9.8,8,1,曇一時雨,8,1,曇時々晴一時雨,8,1,1.5,0,8,1
2015/2/24,12.7,8,1,7.2,8,1,9.7,8,1,0,0,8,1,0,0,8,1,2,8,1,4.2,8,北東,8,1,6.7,8,東北東,8,1,北東,8,1,8.8,8,1,74,8,1,58,8,1,1010.2,8,1,1013.1,8,1,1010.9,0,8,1,10,8,1,曇,8,1,曇,8,1,0,0,8,1
2015/2/25,13.2,8,1,7.5,8,1,9.2,8,1,0,0,8,1,2.8,0,8,1,2.7,8,1,5.4,8,南東,8,1,8.6,8,南南東,8,1,北東,8,1,6.7,8,1,58,8,1,45,8,1,1016.1,8,1,1019,8,1,1015,0,8,1,10,8,1,曇,8,1,曇,8,1,0,0,8,1
2015/2/26,7.9,8,1,5,8,1,6.6,8,1,14.5,0,8,1,0,0,8,1,2.6,8,1,4.7,8,北北西,8,1,8.6,8,北,8,1,北北西,8,1,8.3,8,1,85,8,1,64,8,1,1014.5,8,1,1017.5,8,1,1006.9,0,8,1,10,8,1,雨一時曇,8,1,雨一時曇後晴,8,1,0.5,0,8,1
2015/2/27,15.3,8,1,3.8,8,1,8.2,8,1,0,1,8,1,8.4,0,8,1,3.8,8,1,9.2,8,北北西,8,1,15.9,8,北西,8,1,北北西,8,1,5.6,8,1,54,8,1,20,8,1,1006.1,8,1,1009.1,8,1,1004.2,0,8,1,3.8,8,1,晴,8,1,曇一時晴,8,1,0,1,8,1
2015/2/28,12.8,8,1,3,8,1,7.4,8,1,0,1,8,1,9.2,0,8,1,3.8,8,1,6.9,8,北西,8,1,11.8,8,西北西,8,1,南南東,8,1,3.7,8,1,37,8,1,14,8,1,1021.1,8,1,1024.1,8,1,1017.5,0,8,1,5.5,8,1,晴一時曇,8,1,曇後一時雨,8,1,0,1,8,1
2015/3/1,9.8,8,1,5.4,8,1,6.9,8,1,29,0,8,1,0,0,8,1,3.1,8,1,9.5,8,北西,8,1,17,8,西北西,8,1,北西,8,1,7.8,8,1,79,8,1,56,8,1,1010.2,8,1,1013.2,8,1,997.8,0,8,1,10,8,1,曇後雨,8,1,雨一時曇後晴,8,1,2,0,8,1
2015/3/2,14.1,8,1,5.1,8,1,9.3,8,1,0,1,8,1,10.9,0,8,1,4.2,8,1,7.6,8,北西,8,1,15.5,8,北西,8,1,北北西,8,1,4.2,8,1,37,8,1,20,8,1,1008.2,8,1,1011.1,8,1,999.5,0,8,1,0,8,1,快晴,8,1,晴時々曇,8,1,0,1,8,1
2015/3/3,7.7,8,1,3.6,8,1,5.6,8,1,0.5,0,8,1,0,0,8,1,2.4,8,1,4.4,8,北西,8,1,7.5,8,北,8,1,北北西,8,1,5.5,8,1,60,8,1,41,8,1,1016.3,8,1,1019.3,8,1,1013.6,0,8,1,10,8,1,曇一時雨,8,1,雨一時曇,8,1,0.5,0,8,1
2015/3/4,17.5,8,1,3.2,8,1,9.6,8,1,18.5,0,8,1,5.7,0,8,1,2.6,8,1,5.3,8,北西,8,1,10.4,8,北西,8,1,北北西,8,1,8.3,8,1,71,8,1,34,8,1,1001.9,8,1,1004.8,8,1,1002,0,8,1,9.3,8,1,曇時々晴一時雨,8,1,薄曇,8,1,2,0,8,1
2015/3/5,14.3,8,1,5.4,8,1,9.3,8,1,0,1,8,1,10.2,0,8,1,3.7,8,1,7.9,8,北北西,8,1,15.2,8,北,8,1,北北西,8,1,4.1,8,1,35,8,1,21,8,1,1012.6,8,1,1015.5,8,1,1008,0,8,1,7,8,1,晴,8,1,曇,8,1,0,1,8,1
2015/3/6,12,8,1,4.9,8,1,7.3,8,1,0,0,8,1,1.9,0,8,1,2.8,8,1,4.4,8,北北東,8,1,9.6,8,北北東,8,1,北東,8,1,5.4,8,1,53,8,1,34,8,1,1021.2,8,1,1024.2,8,1,1021.8,0,8,1,10,8,1,曇,8,1,雨一時曇,8,1,0,0,8,1
2015/3/7,8.2,8,1,3.9,8,1,6,8,1,4.5,0,8,1,0,0,8,1,2.7,8,1,4.3,8,北北西,8,1,7.8,8,北北西,8,1,北,8,1,7.6,8,1,82,8,1,70,8,1,1020.9,8,1,1023.9,8,1,1021.9,0,8,1,10,8,1,曇時々雨,8,1,曇時々雨,8,1,0.5,0,8,1
2015/3/8,10.9,8,1,5.9,8,1,8.2,8,1,0.5,0,8,1,0,0,8,1,3.4,8,1,5.6,8,北北西,8,1,10.2,8,北北西,8,1,北北西,8,1,8.8,8,1,81,8,1,67,8,1,1018.8,8,1,1021.8,8,1,1020.5,0,8,1,10,8,1,雨後曇,8,1,曇,8,1,0.5,0,8,1
2015/3/9,9.9,8,1,8.4,8,1,9,8,1,23,0,8,1,0,0,8,1,3,8,1,5.5,8,北西,8,1,9.1,8,北北西,8,1,北北西,8,1,10.3,8,1,89,8,1,75,8,1,1010.7,8,1,1013.6,8,1,997.8,0,8,1,10,8,1,雨一時曇,8,1,雨後一時曇,8,1,2.5,0,8,1
2015/3/10,13.7,8,1,1.7,8,1,7.7,8,1,2.5,0,8,1,3.4,0,8,1,4.6,8,1,7.5,8,北西,8,1,16.5,8,北西,8,1,北西,8,1,5.9,8,1,54,8,1,28,8,1,995.3,8,1,998.3,8,1,994.1,0,8,1,8,8,1,曇時々晴後一時雨、みぞれを伴う,8,1,晴,8,1,0.5,0,8,1
