年月日,東京最高気温(℃),東京最高気温(℃)品質情報,東京最高気温(℃)均質番号,東京最低気温(℃),東京最低気温(℃)品質情報,東京最低気温(℃)均質番号,東京平均気温(℃),東京平均気温(℃)品質情報,東京平均気温(℃)均質番号,東京降水量の合計(mm),東京降水量の合計(mm)現象なし情報,東京降水量の合計(mm)品質情報,東京降水量の合計(mm)均質番号,東京日照時間(時間),東京日照時間(時間)現象なし情報,東京日照時間(時間)品質情報,東京日照時間(時間)均質番号,東京平均風速(m/s),東京平均風速(m/s)品質情報,東京平均風速(m/s)均質番号,東京最大風速(m/s),東京最大風速(m/s)品質情報,東京最大風速(m/s),東京最大風速(m/s)品質情報,東京最大風速(m/s)均質番号,東京最大瞬間風速(m/s),東京最大瞬間風速(m/s)品質情報,東京最大瞬間風速(m/s),東京最大瞬間風速(m/s)品質情報,東京最大瞬間風速(m/s)均質番号,東京最多風向(16方位),東京最多風向(16方位)品質情報,東京最多風向(16方位)均質番号,東京平均蒸気圧(hPa),東京平均蒸気圧(hPa)品質情報,東京平均蒸気圧(hPa)均質番号,東京平均湿度(％),東京平均湿度(％)品質情報,東京平均湿度(％)均質番号,東京最小相対湿度(％),東京最小相対湿度(％)品質情報,東京最小相対湿度(％)均質番号,東京平均現地気圧(hPa),東京平均現地気圧(hPa)品質情報,東京平均現地気圧(hPa)均質番号,東京平均海面気圧(hPa),東京平均海面気圧(hPa)品質情報,東京平均海面気圧(hPa)均質番号,東京最低海面気圧(hPa),東京最低海面気圧(hPa)現象なし情報,東京最低海面気圧(hPa)品質情報,東京最低海面気圧(hPa)均質番号,東京平均雲量(10分比),東京平均雲量(10分比)品質情報,東京平均雲量(10分比)均質番号,東京天気概況(昼：06時〜18時),東京天気概況(昼：06時〜18時)品質情報,東京天気概況(昼：06時〜18時)均質番号,東京天気概況(夜：18時〜翌日06時),東京天気概況(夜：18時〜翌日06時)品質情報,東京天気概況(夜：18時〜翌日06時)均質番号,東京10分間降水量の最大(mm),東京10分間降水量の最大(mm)現象なし情報,東京10分間降水量の最大(mm)品質情報,東京10分間降水量の最大(mm)均質番号
2015/3/11,12.2,8,1,-0.4,8,1,6.2,8,1,0,1,8,1,11.1,0,8,1,3.6,8,1,7,8,南西,8,1,13.2,8,南西,8,1,南南西,8,1,3.4,8,1,37,8,1,18,8,1,1005.7,8,1,1008.6,8,1,1005.7,0,8,1,1,8,1,晴,8,1,晴一時曇,8,1,0,1,8,1
2015/3/12,14.8,8,1,3.6,8,1,8.6,8,1,0,1,8,1,10.9,0,8,1,3.9,8,1,6.5,8,南南東,8,1,13,8,南南東,8,1,南南西,8,1,3.7,8,1,34,8,1,20,8,1,1008.1,8,1,1011.1,8,1,1007.7,0,8,1,3.5,8,1,晴一時薄曇,8,1,快晴,8,1,0,1,8,1
2015/3/13,14.4,8,1,1.8,8,1,8.9,8,1,0,1,8,1,10.6,0,8,1,3,8,1,7,8,南東,8,1,11.4,8,南南東,8,1,北西,8,1,4,8,1,35,8,1,19,8,1,1013,8,1,1015.9,8,1,1013.9,0,8,1,0.8,8,1,晴,8,1,晴,8,1,0,1,8,1
2015/3/14,13.5,8,1,4.7,8,1,8.9,8,1,0,1,8,1,6,0,8,1,2.6,8,1,4.6,8,西南西,8,1,8.2,8,西南西,8,1,北東,8,1,5,8,1,45,8,1,20,8,1,1016.8,8,1,1019.8,8,1,1015.8,0,8,1,6.3,8,1,曇一時晴,8,1,曇一時晴,8,1,0,1,8,1
2015/3/15,13,8,1,4.9,8,1,8.4,8,1,0,0,8,1,3.3,0,8,1,1.9,8,1,3.5,8,北東,8,1,6.4,8,東,8,1,北北西,8,1,6.9,8,1,63,8,1,48,8,1,1021.9,8,1,1024.9,8,1,1022.1,0,8,1,9,8,1,曇後一時晴,8,1,曇一時晴,8,1,0,0,8,1
2015/3/16,16,8,1,7.3,8,1,11.1,8,1,10,0,8,1,3.2,0,8,1,1.9,8,1,4.7,8,南東,8,1,7.9,8,南東,8,1,北西,8,1,9.8,8,1,74,8,1,48,8,1,1020,8,1,1022.9,8,1,1021.1,0,8,1,10,8,1,曇後一時雨,8,1,雨後一時晴,8,1,0.5,0,8,1
2015/3/17,21.2,8,1,9.2,8,1,14.5,8,1,0.5,0,8,1,10,0,8,1,2.6,8,1,5.5,8,南南東,8,1,8.7,8,南東,8,1,南南東,8,1,12.2,8,1,76,8,1,46,8,1,1015.5,8,1,1018.4,8,1,1015.3,0,8,1,3.3,8,1,晴後一時薄曇,8,1,晴時々曇,8,1,0.5,0,8,1
2015/3/18,21.7,8,1,10.7,8,1,14.8,8,1,0,0,8,1,4.3,0,8,1,2.2,8,1,4.7,8,北東,8,1,8,8,北北東,8,1,東北東,8,1,12.1,8,1,74,8,1,39,8,1,1014.8,8,1,1017.7,8,1,1015.7,0,8,1,9.3,8,1,薄曇,8,1,曇後時々雨,8,1,0,0,8,1
2015/3/19,15.9,8,1,10.3,8,1,11.9,8,1,5,0,8,1,0.6,0,8,1,2.1,8,1,4.3,8,西北西,8,1,7,8,東南東,8,1,北北西,8,1,12.6,8,1,90,8,1,69,8,1,1006.5,8,1,1009.4,8,1,1005.1,0,8,1,10,8,1,曇後雨,8,1,曇,8,1,0.5,0,8,1
2015/3/20,14.9,8,1,9.9,8,1,11.8,8,1,0,1,8,1,0.6,0,8,1,2.3,8,1,4,8,東北東,8,1,7,8,東北東,8,1,東,8,1,10.6,8,1,77,8,1,60,8,1,1011.1,8,1,1014,8,1,1011.5,0,8,1,9,8,1,曇,8,1,曇一時晴,8,1,0,1,8,1
2015/3/21,16,8,1,7.2,8,1,10.5,8,1,0,0,8,1,1.9,0,8,1,2.6,8,1,5.6,8,南南東,8,1,8.6,8,南南東,8,1,南南東,8,1,7.1,8,1,57,8,1,28,8,1,1013.5,8,1,1016.5,8,1,1014.7,0,8,1,9.8,8,1,曇一時雨後時々晴,8,1,曇時々晴,8,1,0,0,8,1
2015/3/22,18.7,8,1,6.6,8,1,12.9,8,1,0,0,8,1,9.8,0,8,1,3.2,8,1,6.7,8,南南東,8,1,11.3,8,南南東,8,1,南南東,8,1,9,8,1,61,8,1,45,8,1,1009.7,8,1,1012.6,8,1,1009.6,0,8,1,5,8,1,晴,8,1,晴一時雨,8,1,0,0,8,1
2015/3/23,17,8,1,4.7,8,1,10.7,8,1,0,0,8,1,7.3,0,8,1,2.9,8,1,6.5,8,北北西,8,1,13.3,8,北,8,1,北北西,8,1,5.1,8,1,43,8,1,15,8,1,1009,8,1,1011.9,8,1,1009,0,8,1,6,8,1,晴後曇,8,1,晴一時曇,8,1,0,0,8,1
2015/3/24,15.1,8,1,3.9,8,1,8.2,8,1,0,1,8,1,10.8,0,8,1,4.6,8,1,7.8,8,北西,8,1,14.7,8,北西,8,1,北西,8,1,3.4,8,1,33,8,1,14,8,1,1015.8,8,1,1018.7,8,1,1015.9,0,8,1,1.3,8,1,晴,8,1,晴一時曇,8,1,0,1,8,1
2015/3/25,14.3,8,1,2.7,8,1,8.1,8,1,0,1,8,1,11.8,0,8,1,5,8,1,8.2,8,北西,8,1,16.7,8,西北西,8,1,北西,8,1,3.6,8,1,35,8,1,18,8,1,1023.2,8,1,1026.2,8,1,1022.3,0,8,1,0,8,1,快晴,8,1,快晴,8,1,0,1,8,1
2015/3/26,15.8,8,1,4.9,8,1,9.5,8,1,0,1,8,1,11.8,0,8,1,3.9,8,1,7.5,8,北北西,8,1,12.1,8,北北西,8,1,北北西,8,1,4.1,8,1,35,8,1,14,8,1,1026.5,8,1,1029.5,8,1,1027,0,8,1,0,8,1,快晴,8,1,快晴,8,1,0,1,8,1
2015/3/27,20.4,8,1,4,8,1,12.3,8,1,0,1,8,1,11.9,0,8,1,3,8,1,5.7,8,南,8,1,10.2,8,南南西,8,1,南,8,1,5.5,8,1,38,8,1,21,8,1,1020.8,8,1,1023.8,8,1,1020.6,0,8,1,0,8,1,快晴,8,1,晴,8,1,0,1,8,1
2015/3/28,20.6,8,1,7.6,8,1,14.1,8,1,0,1,8,1,8.2,0,8,1,2.7,8,1,5.2,8,南,8,1,9,8,南南西,8,1,南,8,1,7.1,8,1,46,8,1,22,8,1,1015.2,8,1,1018.1,8,1,1015.7,0,8,1,4.5,8,1,曇後晴,8,1,快晴,8,1,0,1,8,1
2015/3/29,21.1,8,1,9,8,1,14.6,8,1,0,0,8,1,5,0,8,1,3,8,1,6.7,8,南,8,1,12.2,8,南南西,8,1,南南西,8,1,9.6,8,1,58,8,1,35,8,1,1011.3,8,1,1014.2,8,1,1010.5,0,8,1,7,8,1,曇一時雨,8,1,晴一時雨,8,1,0,0,8,1
2015/3/30,23.6,8,1,9.4,8,1,16.2,8,1,0,1,8,1,11.5,0,8,1,3.1,8,1,6,8,南東,8,1,10.1,8,南,8,1,南,8,1,9.4,8,1,54,8,1,20,8,1,1014.9,8,1,1017.7,8,1,1013.3,0,8,1,0.3,8,1,快晴,8,1,快晴,8,1,0,1,8,1
2015/3/31,23.2,8,1,9.8,8,1,16.7,8,1,0,1,8,1,11.5,0,8,1,4.7,8,1,9.7,8,南,8,1,15.6,8,南南西,8,1,南,8,1,10.6,8,1,58,8,1,29,8,1,1015,8,1,1017.9,8,1,1013.7,0,8,1,2,8,1,晴,8,1,晴後一時薄曇,8,1,0,1,8,1
2015/4/1,18.7,8,1,8.8,8,1,13.9,8,1,1.5,0,8,1,0,0,8,1,2.6,8,1,6.8,8,東北東,8,1,11.7,8,東北東,8,1,北東,8,1,12,8,1,76,8,1,60,8,1,1008,8,1,1010.9,8,1,1005.4,0,8,1,9.5,8,1,曇時々雨,8,1,雨後曇時々晴,8,1,0.5,0,8,1
2015/4/2,17.4,8,1,6.5,8,1,11.6,8,1,0,1,8,1,11.1,0,8,1,3.8,8,1,7.1,8,南,8,1,11.6,8,南,8,1,南,8,1,8.5,8,1,64,8,1,38,8,1,1016.3,8,1,1019.2,8,1,1014.6,0,8,1,6,8,1,晴,8,1,晴時々曇,8,1,0,1,8,1
2015/4/3,20.6,8,1,12.1,8,1,17.3,8,1,0,0,8,1,0,0,8,1,6.4,8,1,10.4,8,南,8,1,19.5,8,南南西,8,1,南,8,1,15.9,8,1,79,8,1,65,8,1,1006.7,8,1,1009.5,8,1,1004.3,0,8,1,9.3,8,1,曇一時雨,8,1,曇,8,1,0,0,8,1
2015/4/4,19.1,8,1,10,8,1,13.2,8,1,0,0,8,1,0,0,8,1,3.5,8,1,7.4,8,東北東,8,1,13.6,8,東北東,8,1,北東,8,1,10.2,8,1,66,8,1,51,8,1,1016,8,1,1018.9,8,1,1008,0,8,1,10,8,1,曇一時雨,8,1,曇後一時雨,8,1,0,0,8,1
2015/4/5,11.4,8,1,8.6,8,1,10.3,8,1,8,0,8,1,0,0,8,1,1.5,8,1,3.5,8,北東,8,1,5.4,8,東北東,8,1,北北西,8,1,11.2,8,1,89,8,1,68,8,1,1013.9,8,1,1016.9,8,1,1012.4,0,8,1,10,8,1,雨時々曇,8,1,曇,8,1,1,0,8,1
2015/4/6,22.9,8,1,11.2,8,1,16.2,8,1,0,0,8,1,7.9,0,8,1,2.1,8,1,5.7,8,東北東,8,1,9.6,8,東北東,8,1,東北東,8,1,13.4,8,1,75,8,1,51,8,1,1008.6,8,1,1011.4,8,1,1009.7,0,8,1,8.3,8,1,晴時々曇後一時雨,8,1,雨時々曇,8,1,0,0,8,1
2015/4/7,13,8,1,6.9,8,1,10,8,1,4.5,0,8,1,0,0,8,1,3,8,1,5.7,8,東北東,8,1,10.7,8,東北東,8,1,北東,8,1,11.2,8,1,91,8,1,79,8,1,1014,8,1,1016.9,8,1,1012.4,0,8,1,10,8,1,雨,8,1,雨,8,1,0.5,0,8,1
2015/4/8,7.6,8,1,2.4,8,1,4.1,8,1,20,0,8,1,0,0,8,1,3.5,8,1,5.8,8,東北東,8,1,11.9,8,北東,8,1,北北東,8,1,7.3,8,1,89,8,1,80,8,1,1022.4,8,1,1025.4,8,1,1021.1,0,8,1,10,8,1,雨一時みぞれ,8,1,曇,8,1,1,0,8,1
2015/4/9,13.2,8,1,3.2,8,1,7.4,8,1,0,1,8,1,8.7,0,8,1,2.6,8,1,4.5,8,北東,8,1,8.3,8,北東,8,1,北北東,8,1,6.1,8,1,61,8,1,36,8,1,1025.4,8,1,1028.4,8,1,1026.7,0,8,1,8,8,1,曇時々晴,8,1,晴後薄曇,8,1,0,1,8,1
2015/4/10,12.1,8,1,5.3,8,1,8.3,8,1,9.5,0,8,1,0,0,8,1,2.7,8,1,4.9,8,北北西,8,1,7.9,8,北,8,1,北北西,8,1,8.1,8,1,75,8,1,50,8,1,1022.1,8,1,1025.1,8,1,1021.6,0,8,1,10,8,1,曇後一時雨,8,1,雨,8,1,0.5,0,8,1
2015/4/11,16.2,8,1,8.4,8,1,11.5,8,1,7.5,0,8,1,0,0,8,1,2.8,8,1,5.1,8,北北西,8,1,9,8,北北西,8,1,北北西,8,1,11.6,8,1,86,8,1,64,8,1,1018.5,8,1,1021.5,8,1,1018.7,0,8,1,10,8,1,雨後曇,8,1,曇時々晴一時雨,8,1,0.5,0,8,1
2015/4/12,18,8,1,8.4,8,1,12.9,8,1,0,1,8,1,8.3,0,8,1,2.5,8,1,4.5,8,東北東,8,1,8.8,8,北,8,1,東北東,8,1,8.7,8,1,61,8,1,28,8,1,1026.8,8,1,1029.8,8,1,1026.8,0,8,1,7,8,1,薄曇一時晴,8,1,曇,8,1,0,1,8,1
2015/4/13,11.3,8,1,8.5,8,1,9.7,8,1,36.5,0,8,1,0,0,8,1,3.2,8,1,5.9,8,北北西,8,1,11,8,北北西,8,1,北北西,8,1,10.7,8,1,89,8,1,72,8,1,1021.3,8,1,1024.3,8,1,1015.3,0,8,1,10,8,1,雨一時曇,8,1,雨後時々曇,8,1,1,0,8,1
2015/4/14,14.1,8,1,9.3,8,1,12.1,8,1,22.5,0,8,1,0,0,8,1,2,8,1,4.8,8,北西,8,1,8,8,北西,8,1,北東,8,1,13.6,8,1,96,8,1,86,8,1,1007.7,8,1,1010.6,8,1,1005.7,0,8,1,10,8,1,雨一時曇,8,1,雨後一時晴,8,1,2,0,8,1
2015/4/15,21.4,8,1,10.5,8,1,15.4,8,1,2,0,8,1,10.2,0,8,1,4.7,8,1,10.2,8,南南西,8,1,18.1,8,南南西,8,1,南南西,8,1,10.9,8,1,64,8,1,40,8,1,1000.3,8,1,1003.2,8,1,998.4,0,8,1,6.5,8,1,晴時々曇,8,1,晴一時曇、雷を伴う,8,1,0.5,0,8,1
2015/4/16,21.5,8,1,8.8,8,1,15.7,8,1,0,1,8,1,9,0,8,1,2.5,8,1,5.7,8,南東,8,1,8.4,8,南南東,8,1,南南東,8,1,10.2,8,1,58,8,1,34,8,1,1007.4,8,1,1010.2,8,1,1007.8,0,8,1,5.3,8,1,晴後薄曇,8,1,薄曇一時晴,8,1,0,1,8,1
2015/4/17,24.9,8,1,9.3,8,1,16.4,8,1,3.5,0,8,1,5.8,0,8,1,3.2,8,1,6.8,8,北北東,8,1,13.6,8,北北東,8,1,東北東,8,1,11.8,8,1,64,8,1,43,8,1,1007.4,8,1,1010.3,8,1,1006.3,0,8,1,7.3,8,1,晴時々曇一時雨,8,1,曇一時雨後晴,8,1,1.5,0,8,1
2015/4/18,19.7,8,1,6.8,8,1,14,8,1,0,1,8,1,11.1,0,8,1,4.2,8,1,9.3,8,南,8,1,17,8,南南西,8,1,南,8,1,9.1,8,1,58,8,1,35,8,1,1014.2,8,1,1017.2,8,1,1014.1,0,8,1,6.3,8,1,薄曇一時晴,8,1,薄曇一時晴,8,1,0,1,8,1
2015/4/19,17.2,8,1,10.4,8,1,14.3,8,1,0,0,8,1,0,0,8,1,1.5,8,1,3.6,8,北北西,8,1,5.6,8,北,8,1,西北西,8,1,11.2,8,1,69,8,1,54,8,1,1013.9,8,1,1016.8,8,1,1015.3,0,8,1,9.5,8,1,曇後一時雨,8,1,曇,8,1,0,0,8,1
2015/4/20,20.7,8,1,13.6,8,1,18.4,8,1,10.5,0,8,1,0.2,0,8,1,5.3,8,1,10.3,8,南,8,1,19.3,8,南南西,8,1,南,8,1,19.1,8,1,89,8,1,60,8,1,1004.9,8,1,1007.7,8,1,1000.4,0,8,1,10,8,1,雨時々曇,8,1,雨後曇,8,1,1.5,0,8,1
2015/4/21,20.5,8,1,13.9,8,1,17.5,8,1,0.5,0,8,1,0,0,8,1,3,8,1,9.8,8,南,8,1,16.2,8,南南東,8,1,東北東,8,1,15.4,8,1,76,8,1,57,8,1,1004.7,8,1,1007.5,8,1,998.2,0,8,1,10,8,1,曇,8,1,曇後一時晴,8,1,0.5,0,8,1
2015/4/22,21.4,8,1,11.2,8,1,15.7,8,1,2.5,0,8,1,4.8,0,8,1,2.6,8,1,7,8,南東,8,1,10.9,8,南東,8,1,東,8,1,10.9,8,1,62,8,1,28,8,1,1015.7,8,1,1018.6,8,1,1017,0,8,1,9.5,8,1,晴後曇一時雨,8,1,雨後晴一時曇,8,1,1,0,8,1
2015/4/23,24.8,8,1,11.9,8,1,18,8,1,0,1,8,1,11.6,0,8,1,2.5,8,1,6.4,8,南南東,8,1,10.1,8,南南東,8,1,南南東,8,1,12.8,8,1,66,8,1,25,8,1,1016.8,8,1,1019.7,8,1,1016.9,0,8,1,5.3,8,1,晴,8,1,薄曇,8,1,0,1,8,1
2015/4/24,23.9,8,1,14,8,1,18.3,8,1,0,1,8,1,6.8,0,8,1,4.2,8,1,7.8,8,南南西,8,1,15.1,8,南南東,8,1,南南東,8,1,14.5,8,1,70,8,1,47,8,1,1015.1,8,1,1018,8,1,1013.9,0,8,1,10,8,1,薄曇,8,1,薄曇,8,1,0,1,8,1
2015/4/25,22.9,8,1,12.6,8,1,17.2,8,1,0,0,8,1,6.5,0,8,1,2.7,8,1,7.4,8,南南東,8,1,11.6,8,南,8,1,東,8,1,10.3,8,1,53,8,1,27,8,1,1014.6,8,1,1017.4,8,1,1014.3,0,8,1,6.5,8,1,晴時々曇,8,1,晴時々曇,8,1,0,0,8,1
2015/4/26,23.8,8,1,12.4,8,1,17.8,8,1,0,1,8,1,12.4,0,8,1,3.3,8,1,6.5,8,南南東,8,1,12.2,8,南南東,8,1,南南東,8,1,10.2,8,1,50,8,1,33,8,1,1017,8,1,1019.8,8,1,1017.5,0,8,1,3,8,1,晴,8,1,快晴,8,1,0,1,8,1
2015/4/27,25,8,1,13.3,8,1,19.3,8,1,0,1,8,1,12.3,0,8,1,2.9,8,1,6.4,8,南東,8,1,10.3,8,南南東,8,1,南南東,8,1,14.9,8,1,68,8,1,46,8,1,1014.8,8,1,1017.7,8,1,1015.3,0,8,1,0,8,1,快晴,8,1,快晴,8,1,0,1,8,1
2015/4/28,27.2,8,1,14.6,8,1,20.8,8,1,0,1,8,1,10.8,0,8,1,2.8,8,1,5.8,8,南南東,8,1,8.7,8,南,8,1,南,8,1,15.6,8,1,66,8,1,40,8,1,1014.6,8,1,1017.5,8,1,1015.9,0,8,1,5.5,8,1,晴時々薄曇,8,1,薄曇,8,1,0,1,8,1
2015/4/29,24.3,8,1,15,8,1,19.4,8,1,0,1,8,1,7.5,0,8,1,3.3,8,1,5.8,8,南,8,1,9.4,8,南,8,1,南,8,1,14.4,8,1,65,8,1,39,8,1,1013.7,8,1,1016.6,8,1,1014.7,0,8,1,7.8,8,1,薄曇後時々晴,8,1,晴後一時曇,8,1,0,1,8,1
2015/4/30,24,8,1,14.7,8,1,19,8,1,0,1,8,1,4.5,0,8,1,2.4,8,1,4.8,8,東南東,8,1,9.8,8,東,8,1,東南東,8,1,13.9,8,1,65,8,1,42,8,1,1012.9,8,1,1015.7,8,1,1014,0,8,1,5,8,1,曇時々晴,8,1,快晴,8,1,0,1,8,1
2015/5/1,27.5,8,1,14.5,8,1,20.5,8,1,0,1,8,1,12.2,0,8,1,2.4,8,1,4.8,8,南南東,8,1,7.8,8,南南東,8,1,南,8,1,14.4,8,1,63,8,1,28,8,1,1011.8,8,1,1014.6,8,1,1012,0,8,1,0.3,8,1,晴,8,1,快晴,8,1,0,1,8,1
2015/5/2,27.6,8,1,15.2,8,1,21,8,1,0,1,8,1,12.3,0,8,1,2.7,8,1,6,8,南南東,8,1,9.4,8,南南東,8,1,南東,8,1,15.7,8,1,66,8,1,36,8,1,1013.5,8,1,1016.3,8,1,1015,0,8,1,1,8,1,快晴,8,1,晴後曇,8,1,0,1,8,1
2015/5/3,27,8,1,17.2,8,1,21.2,8,1,0,1,8,1,8.2,0,8,1,2.9,8,1,5.7,8,南,8,1,9.9,8,南南東,8,1,南南東,8,1,14.9,8,1,62,8,1,17,8,1,1011,8,1,1013.8,8,1,1011.1,0,8,1,9.8,8,1,薄曇時々晴,8,1,薄曇後一時雨,8,1,0,1,8,1
2015/5/4,26.6,8,1,18.5,8,1,21.6,8,1,0,0,8,1,7.4,0,8,1,5.4,8,1,10.1,8,南南西,8,1,17.1,8,南南西,8,1,南,8,1,17.4,8,1,68,8,1,47,8,1,1002.4,8,1,1005.2,8,1,1000.6,0,8,1,8,8,1,晴一時曇,8,1,曇一時晴,8,1,0,0,8,1
2015/5/5,22.4,8,1,13.1,8,1,18.3,8,1,0,1,8,1,6.8,0,8,1,3.8,8,1,7.7,8,北西,8,1,14.5,8,北北西,8,1,南南東,8,1,8.8,8,1,42,8,1,28,8,1,1005.3,8,1,1008.2,8,1,1000.5,0,8,1,5.3,8,1,曇後晴,8,1,快晴,8,1,0,1,8,1
2015/5/6,24.7,8,1,11.6,8,1,18.2,8,1,0,1,8,1,9.4,0,8,1,3.2,8,1,6.1,8,南,8,1,9.6,8,南,8,1,南南東,8,1,9.8,8,1,47,8,1,31,8,1,1010,8,1,1012.8,8,1,1011.3,0,8,1,6.5,8,1,晴後薄曇,8,1,薄曇,8,1,0,1,8,1
2015/5/7,24.7,8,1,15.7,8,1,19.1,8,1,0,0,8,1,3.2,0,8,1,2.1,8,1,5,8,南南東,8,1,8.2,8,南西,8,1,南南西,8,1,13.2,8,1,62,8,1,26,8,1,1008.6,8,1,1011.5,8,1,1010.4,0,8,1,6.8,8,1,曇一時雨後晴,8,1,晴後曇,8,1,0,0,8,1
2015/5/8,26.8,8,1,15.8,8,1,20.7,8,1,0,1,8,1,10.6,0,8,1,2.6,8,1,5.1,8,南,8,1,8.6,8,南,8,1,南,8,1,14.3,8,1,61,8,1,23,8,1,1008.9,8,1,1011.8,8,1,1010.2,0,8,1,4.8,8,1,晴一時曇,8,1,薄曇一時晴,8,1,0,1,8,1
2015/5/9,21.3,8,1,16.3,8,1,18.7,8,1,0,0,8,1,0,0,8,1,2,8,1,4.6,8,東,8,1,7.7,8,東,8,1,南南東,8,1,16.3,8,1,75,8,1,61,8,1,1008.2,8,1,1011,8,1,1008.1,0,8,1,10,8,1,曇一時雨,8,1,曇一時雨,8,1,0,0,8,1
2015/5/10,27,8,1,13.8,8,1,19.7,8,1,0,1,8,1,10,0,8,1,3.5,8,1,7,8,北北西,8,1,14.7,8,北西,8,1,北北西,8,1,9.1,8,1,43,8,1,16,8,1,1009.2,8,1,1012.1,8,1,1009.1,0,8,1,5.8,8,1,晴後時々曇,8,1,晴一時曇,8,1,0,1,8,1
2015/5/11,23.5,8,1,12.1,8,1,17.2,8,1,0,1,8,1,11.6,0,8,1,3.8,8,1,6.9,8,南,8,1,11.1,8,南南西,8,1,南,8,1,6.6,8,1,35,8,1,12,8,1,1019,8,1,1021.9,8,1,1019.1,0,8,1,6.5,8,1,晴後薄曇,8,1,薄曇後時々雨,8,1,0,1,8,1
2015/5/12,22.7,8,1,15.9,8,1,19.6,8,1,58.5,0,8,1,1,0,8,1,6,8,1,9.3,8,南南西,8,1,19.3,8,南南東,8,1,南,8,1,16.9,8,1,73,8,1,57,8,1,1008.2,8,1,1011,8,1,997.2,0,8,1,10,8,1,曇後一時雨,8,1,大雨後晴一時薄曇,8,1,8,0,8,1
2015/5/13,28.4,8,1,17.4,8,1,22.5,8,1,0,0,8,1,11.5,0,8,1,3.7,8,1,10,8,南南西,8,1,18,8,南南西,8,1,南南西,8,1,14.1,8,1,54,8,1,25,8,1,1000.7,8,1,1003.5,8,1,996.8,0,8,1,2.3,8,1,晴,8,1,晴,8,1,0,0,8,1
2015/5/14,28.6,8,1,16.9,8,1,23.1,8,1,0,1,8,1,10.2,0,8,1,3.2,8,1,6.4,8,南南東,8,1,9.4,8,南,8,1,南,8,1,12.8,8,1,46,8,1,24,8,1,1007,8,1,1009.8,8,1,1007.8,0,8,1,6.3,8,1,晴後薄曇,8,1,薄曇後晴,8,1,0,1,8,1
2015/5/15,27.8,8,1,18.9,8,1,22.7,8,1,0,1,8,1,8.8,0,8,1,3.4,8,1,6.9,8,南東,8,1,11.1,8,南東,8,1,南南東,8,1,16.2,8,1,59,8,1,34,8,1,1007.3,8,1,1010.1,8,1,1006.6,0,8,1,6,8,1,晴後曇,8,1,薄曇後一時雨,8,1,0,1,8,1
2015/5/16,23.7,8,1,19.5,8,1,20.9,8,1,3.5,0,8,1,0.1,0,8,1,2.6,8,1,5,8,南東,8,1,8.4,8,北,8,1,南南東,8,1,20.7,8,1,84,8,1,62,8,1,1000.6,8,1,1003.4,8,1,1001.7,0,8,1,10,8,1,曇一時雨,8,1,曇,8,1,0.5,0,8,1
2015/5/17,27.8,8,1,18.9,8,1,22.2,8,1,0,1,8,1,10,0,8,1,3.1,8,1,6.4,8,南,8,1,10.5,8,南西,8,1,南,8,1,16.2,8,1,63,8,1,21,8,1,1006.8,8,1,1009.6,8,1,1005,0,8,1,10,8,1,薄曇,8,1,薄曇,8,1,0,1,8,1
2015/5/18,26.2,5,1,17.5,8,1,21.5,8,1,3.5,0,8,1,4.8,0,8,1,3.6,8,1,6.7,8,南南東,8,1,12.3,8,南南東,8,1,南南東,8,1,18.4,8,1,73,8,1,47,5,1,1009.3,8,1,1012.1,8,1,1006.8,0,8,1,10,8,1,曇,8,1,雨時々曇,8,1,2,0,8,1
2015/5/19,24.2,8,1,16.6,8,1,20.2,8,1,4.5,0,8,1,0,0,8,1,1.9,8,1,4.1,8,北西,8,1,7.8,8,南南西,8,1,北西,8,1,21.2,8,1,90,8,1,74,8,1,1000.7,8,1,1003.5,8,1,1001.3,0,8,1,10,8,1,曇一時雨,8,1,曇,8,1,1,0,8,1
2015/5/20,27.3,8,1,18.3,8,1,22.2,8,1,0.5,0,8,1,7.9,0,5,1,2.8,5,1,4.9,5,南南東),5,1,8.9,5,北北東),5,1,北東,8,1,18.3,8,1,70,8,1,46,8,1,998.7,8,1,1001.5,8,1,997.7,0,8,1,9,8,1,晴時々薄曇,8,1,曇時々雨、雷を伴う,8,1,0.5,0,8,1
2015/5/21,25.7,8,1,13.4,8,1,19.5,8,1,8.5,0,8,1,9.8,0,8,1,4,8,1,7.9,8,北西,8,1,14.4,8,北西,8,1,北北西,8,1,11.6,8,1,55,8,1,22,8,1,1004.1,8,1,1006.9,8,1,999.9,0,8,1,3.5,8,1,晴,8,1,晴後時々薄曇,8,1,2.5,0,8,1
2015/5/22,26,8,1,15,8,1,20.5,8,1,0,1,8,1,10.1,0,8,1,4.1,8,1,7.1,8,南,8,1,12.3,8,南,8,1,南,8,1,13.8,8,1,59,8,1,34,8,1,1010.5,8,1,1013.3,8,1,1011,0,8,1,6.3,8,1,薄曇,8,1,晴,8,1,0,1,8,1
2015/5/23,27.1,8,1,16.1,8,1,21.6,8,1,0,1,8,1,10.3,0,8,1,3,8,1,5.8,8,南南西,8,1,9.2,8,南南西,8,1,南南東,8,1,14.4,8,1,57,8,1,34,8,1,1009.3,8,1,1012.1,8,1,1010.1,0,8,1,9.5,8,1,薄曇一時晴,8,1,曇,8,1,0,1,8,1
